代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
601318	中国平安	-0.36	10277151744	73.82	73.86	73.87	1367486	20	0.04	          1.26	
300383	光环新网	10.03	4173980672	17.56	17.56	--  	2427538	9008	0.00	         17.78	
002049	紫光国芯	-0.83	2374684416	48.88	48.87	48.88	474863	5811	-0.15	          7.88	
603712	七一二	10.00	2055586944	29.04	29.04	--  	720936	1	1.75	         72.09	
000001	平安银行	0.68	1736437376	11.90	11.90	11.91	1445110	7598	0.08	          0.85	
600028	中国石化	0.29	1718928640	6.85	6.85	6.86	2494358	47	0.00	          0.26	
00386	中国石油化工股份	2.28	1628615168	6.740	6.740	6.750	239234624	10042000	0.00	          0.94	
600160	巨化股份	4.11	1402044544	12.91	12.91	12.92	1088475	89	-0.45	          5.32	
600196	复星医药	-2.00	1317502720	46.05	46.04	46.05	283462	6	0.09	          1.48	
600276	恒瑞医药	-1.12	1242261760	86.51	86.57	86.58	142643	5	0.46	          0.51	
000532	华金资本	5.71	1200732928	17.02	17.02	17.03	706043	6838	0.35	         20.56	
01109	华润置地	5.25	1189570816	30.050	30.000	30.050	39145104	958000	0.00	          0.56	
002137	麦达数字	7.24	1185272064	12.15	12.15	12.16	993925	6611	0.41	         34.19	
00857	中国石油股份	2.43	1068683648	5.470	5.470	5.480	194198336	11774000	-0.18	          0.92	
00688	中国海外发展	4.32	1054303296	29.000	28.950	29.000	36195468	1628000	0.35	          0.33	
002208	合肥城建	2.82	1039135360	17.85	17.85	17.86	577479	7442	-0.55	         18.09	
600547	山东黄金	4.29	1003497984	28.18	28.22	28.24	364025	78	-0.38	          2.51	
002264	新 华 都	10.00	995544000	11.11	11.11	--  	921409	12335	0.00	         16.00	
002907	华森制药	10.00	972505856	40.91	40.91	--  	239548	668	0.00	         59.80	
000979	中弘股份	10.12	971285440	1.85	1.85	--  	5454337	13846	0.00	          6.50	
000786	北新建材	-2.79	950518336	25.82	25.82	25.83	360484	3779	0.04	          2.55	
600594	益佰制药	2.03	949488768	11.08	11.07	11.08	842572	10	-0.71	         10.64	
002424	贵州百灵	4.69	909631808	14.95	14.95	14.96	604843	6797	0.74	          8.30	
600438	通威股份	7.51	844534208	10.88	10.89	10.90	781087	136	0.09	          2.81	
002202	金风科技	2.94	837784960	19.23	19.23	19.24	426349	3017	-0.04	          1.52	
002797	第一创业	1.18	832130880	8.58	8.57	8.58	960953	10260	0.00	          5.01	
002922	伊戈尔	10.01	796223232	35.93	35.93	--  	230246	167	0.00	         69.77	
002126	银轮股份	-3.70	772273984	10.14	10.14	10.15	755917	6263	0.00	         12.40	
03888	金山软件	1.02	750278272	29.600	29.550	29.600	24815932	448000	0.34	          1.81	
600462	九有股份	10.07	741080064	6.56	6.56	--  	1194558	42	0.00	         22.38	
603533	掌阅科技	10.00	726496640	47.28	47.28	--  	155175	7	0.00	         37.85	
601108	财通证券	2.03	721114176	16.05	16.02	16.05	443459	756	0.31	         12.35	
600635	大众公用	-3.49	702724416	5.26	5.26	5.27	1303547	146	-0.37	          5.39	
600560	金自天正	4.91	669905600	14.97	14.81	14.91	443509	24	1.22	         19.83	
000555	神州信息	9.98	661661760	15.21	15.21	--  	439977	3763	0.00	          4.81	
601198	东兴证券	7.00	653947712	14.53	14.53	14.54	446369	31	-0.13	          1.62	
02202	万科企业	1.99	653826368	33.300	33.250	33.300	19271008	573100	-0.15	          1.47	
601069	西部黄金	9.97	648304128	17.42	17.42	--  	393821	48	0.17	          6.19	
002244	滨江集团	-0.52	630116672	7.61	7.60	7.61	822949	11463	0.00	          3.04	
002921	联诚精密	0.58	617840064	40.16	40.16	40.18	145902	4411	-0.39	         72.95	
000673	当代东方	9.98	607915456	17.30	17.29	17.30	388994	14829	0.29	          9.32	
000768	中航飞机	2.76	573259520	15.63	15.63	15.64	366870	2335	0.19	          1.33	
300003	乐普医疗	1.01	572828160	32.85	32.85	32.87	174924	2161	0.77	          1.24	
601857	中国石油	-0.50	566685184	8.03	8.03	8.04	701121	1076	0.12	          0.04	
002716	金贵银业	4.44	566129536	20.72	20.71	20.72	279095	5316	-0.23	          8.96	
300100	双林股份	4.85	563057088	18.61	18.61	18.62	302050	3429	-0.20	          7.82	
603676	卫信康	2.93	541900608	17.24	17.23	17.25	310522	27	-0.11	         49.29	
600038	中直股份	2.23	541388224	42.61	42.61	42.62	126161	72	0.09	          2.14	
000513	丽珠集团	-1.01	516576832	76.25	76.24	76.25	67330	990	0.40	          1.93	
603058	永吉股份	4.76	508420576	20.26	20.09	20.10	264261	87	-0.68	         11.59	
300735	光弘科技	-4.23	505426784	22.84	22.83	22.84	214921	2570	0.40	         24.24	
00003	香港中华煤气	1.73	500879968	16.460	16.440	16.460	30578904	1651000	0.12	          0.22	
002911	佛燃股份	-1.85	489671040	27.03	27.03	27.04	175826	1675	-0.29	         31.40	
002044	美年健康	5.16	485096256	26.10	26.09	26.10	186989	1391	0.00	          1.76	
