代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	1.31	18516920320	5.600	432.000	432.200	42644184	7092600	-0.46	          0.45	435.200	
300059	东方财富	4.34	3681815296	0.68	16.34	16.35	2304330	39082	0.49	          6.69	15.82	
600519	贵州茅台	0.18	3399900160	1.25	714.55	714.67	47548	37	0.31	          0.38	723.00	
000977	浪潮信息	8.83	3304468992	1.98	24.39	24.40	1404690	13435	-1.04	         10.94	23.11	
002049	紫光国芯	4.02	3257000448	2.04	52.73	52.74	630623	6780	-0.14	         10.46	50.95	
002230	科大讯飞	5.11	3009271296	2.92	60.02	60.03	508255	6729	-0.06	          4.30	57.87	
002460	赣锋锂业	8.45	2992515072	6.22	79.84	79.85	388498	4715	-0.13	          7.41	74.99	
603019	中科曙光	6.63	2652332800	3.35	53.89	53.90	505566	120	-0.19	          7.86	51.12	
603799	华友钴业	2.57	2567905792	3.15	125.59	125.60	205967	87	0.00	          3.52	125.00	
00939	建设银行	0.85	2481740800	0.070	8.250	8.260	300666464	23513000	0.24	          0.13	8.350	
00388	香港交易所	1.23	2423219968	3.200	263.200	263.400	9185432	1177700	0.30	          0.74	264.800	
600588	用友网络	4.57	2325505280	1.67	38.15	38.21	621277	16	0.61	          4.31	37.18	
603993	洛阳钼业	1.72	2251130368	0.15	8.87	8.88	2556602	974	-0.33	          1.97	8.81	
002929	润建通信	4.58	2203394560	2.63	59.99	60.00	356328	4924	-0.26	         64.57	60.81	
600030	中信证券	1.66	2164280832	0.30	18.33	18.34	1185304	4	0.00	          1.21	18.30	
02828	恒生中国企业	0.73	1954934528	0.900	--  	--  	15745122	88600	-0.16	--  	124.500	
000063	中兴通讯	3.19	1924415744	0.94	30.43	30.44	633358	7508	0.03	          1.84	30.05	
002405	四维图新	10.00	1893494656	2.22	24.42	--  	789875	1029	0.00	          7.70	22.60	
600570	恒生电子	10.00	1761333120	5.14	56.53	--  	320311	2	0.00	          5.18	52.49	
002024	苏宁易购	2.29	1701648896	0.31	13.84	13.85	1230534	12316	0.14	          2.47	13.72	
01398	工商银行	1.34	1686397952	0.090	6.800	6.810	247870848	21206000	0.15	          0.29	6.850	
300383	光环新网	10.02	1582920960	1.65	18.12	--  	912329	1356	0.00	          6.68	16.70	
002415	海康威视	2.66	1556670848	1.14	44.03	44.04	355809	5145	0.18	          0.45	43.08	
600460	士兰微	3.79	1551417856	0.57	15.60	15.61	1012473	82	-0.25	          8.12	15.40	
00005	汇丰控股	0.13	1535859968	0.100	75.050	75.100	20421770	1210000	0.00	          0.10	75.350	
002466	天齐锂业	5.90	1516771584	3.35	60.16	60.17	257134	2814	0.13	          2.26	58.19	
300017	网宿科技	5.69	1444892032	0.73	13.55	13.56	1081722	11448	0.22	          6.74	12.99	
002340	格林美	2.15	1410841472	0.16	7.59	7.60	1876352	18698	0.00	          6.03	7.56	
03988	中国银行	1.65	1402238080	0.070	4.290	4.300	325906752	21452000	0.23	          0.39	4.280	
603986	兆易创新	3.68	1386975616	6.96	195.40	195.50	72032	4	0.97	          4.89	191.77	
000636	风华高科	1.87	1328576128	0.26	14.13	14.14	957163	7597	-0.27	         10.93	13.70	
002129	中环股份	4.53	1317686912	0.43	9.93	9.94	1349809	13595	-0.09	          5.10	9.59	
000830	鲁西化工	4.77	1269427968	0.78	17.13	17.14	745425	8157	-0.05	          5.09	16.88	
600516	方大炭素	2.59	1262182528	0.65	25.74	25.75	493444	10	0.35	          2.87	25.32	
